"Player Details","","","","","","Overall","","","","","","Slant","","","","","","","Out","","","","","","","In/Dig","","","","","","","Hitch","","","","","","","Comeback","","","","","","","Corner","","","","","","","Post","","","","","","","Go","","","","","","Crossers","","","","","","","Screens","","","","","","","Flat","","","","","","","Backfield","","","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","TGT","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","WIN RATE","ADOR","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE"
"389","Colson Yankoff","WAS","TE","9","2025","11","0.000","0.36","0.09","0.0","1","","0.0","","","","","0.0","","0.0","","","","","0.0","1","9.1","0.000","","","12.0","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","1","9.1","0.000","","","9.0","0.0","2","18.2","0.000","","","13.5","0.0","4","36.4","0.000","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","2","18.2","0.000","","","","0.0","1","9.1","0.000","4.00","1.00","","0.0"
"390","Patrick Ricard","BLT","FB","4","2025","11","0.000","","","0.0","0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","1","9.1","0.000","","","-6.0","0.0","","0.0","","","","","0.0","2","18.2","0.000","","","","0.0","8","72.7","0.000","","","0.3","0.0"
"391","D'Ernest Johnson","ARZ, NE","RB","3","2025","11","-0.091","","","0.0","0","","0.0","","","","","0.0","1","9.1","0.000","","","3.0","0.0","","0.0","","","","","0.0","1","9.1","0.000","","","6.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","2","18.2","-0.500","","","0.0","","0.0","","","","","0.0","1","9.1","0.000","","","-6.0","0.0","","0.0","","","","","0.0","6","54.5","0.000","","","-0.3","0.0"
"392","Julius Chestnut","TEN","RB","10","2025","11","0.000","","0.17","0.0","2","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","1","9.1","0.000","","","5.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","1","9.1","0.000","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","9","81.8","0.000","","0.10","-1.7","0.0"
"393","Rasheen Ali","BLT","RB","9","2025","11","0.000","1.36","0.09","0.0","1","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","11","100.0","0.000","1.36","0.09","-2.0","0.0"
"394","James Mitchell","CAR","TE","3","2025","10","0.000","2.80","0.30","0.0","3","1","10.0","0.000","","","5.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","2","20.0","0.000","4.00","0.50","5.5","0.0","","0.0","","","","0.0","","1","10.0","0.000","","","6.0","0.0","1","10.0","0.000","","","9.0","0.0","","0.0","","","","0.0","3","30.0","0.000","3.00","0.33","-1.3","0.0","","0.0","","","","","0.0","2","20.0","0.000","5.50","0.50","","0.0","","0.0","","","","","0.0"
"395","Devin Duvernay","CHI","WR","10","2025","10","-0.100","0.20","0.30","10.0","3","","0.0","","","","","0.0","2","20.0","-0.500","","0.50","7.5","0.0","","0.0","","","","","0.0","3","30.0","-0.333","0.67","0.33","4.0","0.0","","0.0","","","","0.0","","1","10.0","1.000","","1.00","18.0","100.0","1","10.0","0.000","","","19.0","0.0","1","10.0","0.000","","","0.0","1","10.0","0.000","","","30.0","0.0","","0.0","","","","","0.0","1","10.0","0.000","","","","0.0","","0.0","","","","","0.0"
"396","Jordan Watkins","SF","WR","3","2025","10","-0.100","2.17","0.25","10.0","3","","0.0","","","","","0.0","1","10.0","1.000","3.50","0.50","23.0","100.0","","0.0","","","","","0.0","1","10.0","0.000","","","3.0","0.0","","0.0","","","","0.0","","2","20.0","-0.500","","0.50","14.0","0.0","2","20.0","-0.500","9.50","0.50","9.5","0.0","3","30.0","0.000","","","0.0","1","10.0","0.000","","","11.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"397","Jason Brownlee","KC","WR","5","2025","9","0.000","","0.10","0.0","1","","0.0","","","","","0.0","1","11.1","0.000","","","35.0","0.0","","0.0","","","","","0.0","3","33.3","0.000","","","7.7","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","5","55.6","0.000","","0.20","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"398","Josh Whyle","GB","TE","2","2025","9","0.000","0.20","0.10","0.0","1","","0.0","","","","","0.0","2","22.2","0.000","","","4.0","0.0","","0.0","","","","","0.0","1","11.1","0.000","","","3.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","2","22.2","0.000","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","3","33.3","0.000","0.50","0.25","","0.0","1","11.1","0.000","","","-4.0","0.0"
"399","Jaylen Wright","MIA","RB","4","2025","9","0.000","","0.11","0.0","1","","0.0","","","","","0.0","","0.0","","","","","0.0","1","11.1","0.000","","","3.0","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","1","11.1","0.000","","","10.0","0.0","2","22.2","0.000","","0.50","-4.5","0.0","1","11.1","0.000","","","","0.0","4","44.4","0.000","","","-1.3","0.0"
"400","James Proche","TEN","WR","2","2025","9","-0.111","","","0.0","0","","0.0","","","","","0.0","1","11.1","0.000","","","14.0","0.0","1","11.1","0.000","","","16.0","0.0","2","22.2","0.000","","","8.5","0.0","","0.0","","","","0.0","","1","11.1","-1.000","","","13.0","0.0","2","22.2","0.000","","","18.0","0.0","1","11.1","0.000","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","1","11.1","0.000","","","","0.0","","0.0","","","","","0.0"
"401","Tim Jones","MIN, JAX","WR","4","2025","9","0.000","1.67","0.11","0.0","1","2","22.2","0.000","","","0.5","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","2","22.2","0.000","","","15.5","0.0","1","11.1","0.000","","","0.0","17.0","","0.0","","","","","0.0","1","11.1","0.000","","","10.0","0.0","","0.0","","","","0.0","2","22.2","0.000","7.50","0.50","9.0","0.0","","0.0","","","","","0.0","1","11.1","0.000","","","","0.0","","0.0","","","","","0.0"
"402","Alex Bachman","LV","WR","8","2025","9","-0.222","1.00","0.22","0.0","2","3","33.3","-0.333","3.00","0.67","2.0","0.0","1","11.1","0.000","","","6.0","0.0","","0.0","","","","","0.0","1","11.1","0.000","","","6.0","0.0","","0.0","","","","0.0","","2","22.2","-0.500","","","16.5","0.0","","0.0","","","","","0.0","2","22.2","0.000","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"403","Zaire Mitchell-Paden","BLT, NO","TE","7","2025","9","0.111","1.89","0.33","11.1","3","1","11.1","0.000","","","3.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","1","11.1","0.000","14.00","1.00","9.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","1","11.1","0.000","","","-11.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","6","66.7","0.167","0.50","0.33","-1.3","16.7"
"404","Chris Manhertz","NYG","TE","11","2025","9","-0.111","0.78","0.11","0.0","1","","0.0","","","","","0.0","1","11.1","0.000","","","3.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","1","11.1","0.000","","","5.0","0.0","","0.0","","","","","0.0","1","11.1","0.000","","","0.0","3","33.3","-0.333","","","5.3","0.0","","0.0","","","","","0.0","3","33.3","0.000","2.33","0.33","","0.0","","0.0","","","","","0.0"
"405","Trayveon Williams","LAC","RB","2","2025","9","0.000","","0.11","0.0","1","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","9","100.0","0.000","","0.11","-2.1","0.0"
"406","David Martin-Robinson","TEN","TE","8","2025","9","0.111","0.11","0.11","11.1","1","","0.0","","","","","0.0","","0.0","","","","","0.0","1","11.1","1.000","1.00","1.00","7.0","100.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","2","22.2","0.000","","","0.0","4","44.4","0.000","","","6.5","0.0","","0.0","","","","","0.0","2","22.2","0.000","","","","0.0","","0.0","","","","","0.0"
"407","Devin Culp","TB","TE","7","2025","8","0.000","","","0.0","0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","2","25.0","0.000","","","4.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","4","50.0","0.000","","","12.0","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","2","25.0","0.000","","","","0.0","","0.0","","","","","0.0"
"408","DeeJay Dallas","CAR","RB","2","2025","8","0.000","","","0.0","0","1","12.5","0.000","","","4.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","1","12.5","0.000","","","-5.0","0.0","1","12.5","0.000","","","","0.0","5","62.5","0.000","","","-3.0","0.0"
"409","DJ Giddens","IND","RB","7","2025","8","0.000","","0.25","0.0","2","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","8","100.0","0.000","","0.25","-2.9","0.0"
"410","Bryce Oliver","TEN","WR","2","2025","8","0.000","1.00","0.13","12.5","1","2","25.0","0.500","4.00","0.50","3.0","50.0","1","12.5","0.000","","","7.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","1","12.5","-1.000","","","12.0","0.0","1","12.5","0.000","","","0.0","2","25.0","0.000","","","12.0","0.0","","0.0","","","","","0.0","1","12.5","0.000","","","","0.0","","0.0","","","","","0.0"
"411","Connor Heyward","PIT","TE","10","2025","8","0.125","2.25","0.38","12.5","3","","0.0","","","","","0.0","1","12.5","0.000","6.00","1.00","3.0","0.0","","0.0","","","","","0.0","1","12.5","0.000","","","4.0","0.0","","0.0","","","","0.0","","2","25.0","0.000","6.00","0.50","7.5","0.0","","0.0","","","","","0.0","1","12.5","0.000","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","3","37.5","0.333","","0.33","3.7","33.3"
"412","Kaleb Johnson","PIT","RB","7","2025","8","0.000","1.13","0.25","0.0","2","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","1","12.5","0.000","","","-2.0","0.0","","0.0","","","","","0.0","7","87.5","0.000","1.29","0.29","-5.1","0.0"
"413","Tahj Brooks","CIN","RB","8","2025","8","0.000","","","0.0","0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","1","12.5","0.000","","","4.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","7","87.5","0.000","","","-4.9","0.0"
"414","Dareke Young","SEA","WR","6","2025","8","0.000","5.33","0.22","12.5","2","1","12.5","0.000","","","2.0","0.0","1","12.5","0.000","","","8.0","0.0","1","12.5","1.000","6.00","0.50","23.0","100.0","1","12.5","0.000","","","9.0","0.0","","0.0","","","","0.0","","3","37.5","-0.333","12.00","0.33","18.0","0.0","","0.0","","","","","0.0","1","12.5","0.000","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"415","Brittain Brown","CHI","RB","1","2025","7","0.000","","0.11","0.0","1","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","2","28.6","0.000","","","5.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","5","71.4","0.000","","0.17","1.2","0.0"
"416","LaJohntay Wester","BLT","WR","9","2025","7","0.000","","","0.0","0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","1","14.3","0.000","","","14.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","2","28.6","0.000","","","15.0","0.0","4","57.1","0.000","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"417","Jaydon Blue","DAL","RB","4","2025","7","0.000","0.71","0.14","0.0","1","1","14.3","0.000","","","1.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","6","85.7","0.000","0.83","0.17","-2.5","0.0"
"418","George Holani","SEA","RB","10","2025","7","-0.286","2.14","0.29","0.0","2","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","1","14.3","-2.000","","","","0.0","6","85.7","0.000","2.50","0.33","-3.5","0.0"
"419","Ross Dwelley","DET","TE","7","2025","7","0.286","","0.14","14.3","1","","0.0","","","","","0.0","","0.0","","","","","0.0","1","14.3","0.000","","","17.0","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","1","14.3","0.000","","","11.0","0.0","","0.0","","","","","0.0","1","14.3","2.000","","","100.0","1","14.3","0.000","","","9.0","0.0","","0.0","","","","","0.0","3","42.9","0.000","","0.33","","0.0","","0.0","","","","","0.0"
"420","Dameon Pierce","HST","RB","4","2025","6","0.000","","0.17","0.0","1","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","6","100.0","0.000","","0.17","-2.3","0.0"
"421","Malik Davis","DAL","RB","4","2025","6","0.000","","","0.0","0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","6","100.0","0.000","","","1.0","0.0"
"422","Tai Felton","MIN","WR","8","2025","6","-0.167","1.50","0.17","0.0","1","1","16.7","0.000","9.00","1.00","3.0","0.0","3","50.0","-0.333","","","11.0","0.0","","0.0","","","","","0.0","2","33.3","0.000","","","5.5","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"423","Michael Bandy","DEN","WR","2","2025","6","0.000","2.29","0.14","16.7","1","2","33.3","0.500","","","2.0","50.0","1","16.7","0.000","8.00","0.50","8.0","0.0","","0.0","","","","","0.0","1","16.7","0.000","","","4.0","0.0","","0.0","","","","0.0","","1","16.7","0.000","","","12.0","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","1","16.7","-1.000","","","9.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"424","Efton Chism","NE","WR","5","2025","6","0.000","","","0.0","0","","0.0","","","","","0.0","2","33.3","0.000","","","13.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","1","16.7","0.000","","","11.0","0.0","","0.0","","","","","0.0","3","50.0","0.000","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"425","Jakob Johnson","HST","FB","4","2025","5","0.200","","","20.0","0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","1","20.0","0.000","","","4.0","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","1","20.0","1.000","","","-6.0","100.0","","0.0","","","","","0.0","2","40.0","0.000","","","","0.0","1","20.0","0.000","","","5.0","0.0"
"426","Nick Vannett","MIN","TE","3","2025","5","0.000","","","0.0","0","","0.0","","","","","0.0","","0.0","","","","","0.0","1","20.0","0.000","","","13.0","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","2","40.0","0.000","","","2.5","0.0","","0.0","","","","","0.0","2","40.0","0.000","","","","0.0","","0.0","","","","","0.0"
"427","Dalevon Campbell","CAR","WR","2","2025","5","-0.200","","","0.0","0","","0.0","","","","","0.0","","0.0","","","","","0.0","4","80.0","-0.250","","","11.0","0.0","1","20.0","0.000","","","5.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"428","Jaleel McLaughlin","DEN","RB","2","2025","5","0.000","-1.00","0.40","0.0","2","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","5","100.0","0.000","-1.00","0.40","-3.4","0.0"
"429","Malik Turner","SF","WR","3","2025","5","0.000","","","20.0","0","","0.0","","","","","0.0","","0.0","","","","","0.0","1","20.0","0.000","","","12.0","0.0","1","20.0","0.000","","","4.0","0.0","","0.0","","","","0.0","","1","20.0","0.000","","","14.0","0.0","1","20.0","-1.000","","","12.0","0.0","","0.0","","","","0.0","1","20.0","1.000","","","13.0","100.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"430","Kevin Austin","NO","WR","1","2025","5","-0.200","","0.20","0.0","1","","0.0","","","","","0.0","1","20.0","0.000","","","6.0","0.0","","0.0","","","","","0.0","1","20.0","0.000","","","3.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","1","20.0","-1.000","","1.00","0.0","2","40.0","0.000","","","4.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"431","Stephen Carlson","CHI","TE","2","2025","4","0.000","","","0.0","0","","0.0","","","","","0.0","","0.0","","","","","0.0","1","25.0","0.000","","","3.0","0.0","2","50.0","0.000","","","11.5","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","1","25.0","0.000","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"432","Brayden Willis","SF","TE","5","2025","4","-0.250","","0.20","0.0","1","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","1","25.0","-1.000","","","15.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","1","25.0","0.000","","","12.0","0.0","","0.0","","","","0.0","1","25.0","0.000","","","5.0","0.0","","0.0","","","","","0.0","1","25.0","0.000","","1.00","","0.0","","0.0","","","","","0.0"
"433","Terrell Jennings","NE","RB","4","2025","4","0.000","2.25","0.25","0.0","1","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","4","100.0","0.000","2.25","0.25","-2.8","0.0"
